question_name;question_option
1. Why did you choose present school for your child?;1.1. Qualified teachers.;1.2. Better Curriculum.;1.3. Good SLC result.;1.4. Brand Name.;1.5. Extracurricular + Facilities.;1.6. Maximum use of Technology.;1.7. Peer influence and relative's influence  in selection of school. ;1.8. Provides personal care and feedback. ;1.9. Maximum involvement of parents.
